List of Listed Companies & Contact Information,,,,,,As of 15 Dec 2025,,,
Symbol,Company,Market,Industry,Sector,Address,Zip code,Tel.,Fax,Website
ITTHI,ITTHIRIT NICE CORPORATION PUBLIC COMPANY LIMITED,mai,Consumer Products,-,"89/18-19 Moo 5, Phanthai Norasing, Mueang Samut Sakhon Samut Sakhon",74000,"0-3487-2577,0-3444-6258,0-3444-6265","0-3487-2566,0-3444-6267",www.itthi.co.th
IVF,INSPIRE IVF Public Company Limited,mai,Services,-,"No. 2, 5th Floor, Ploenchit Center Building, Room No. 05-10B, Sukhumvit 2, Klongtoey Bangkok",10110,0-2251-8666,-,www.inspireivf.com
IVL,INDORAMA VENTURES PUBLIC COMPANY LIMITED,SET,Industrials,Petrochemicals & Chemicals,"75/102 Ocean Tower 2, 37th Floor, Soi Sukhumvit 19, Asoke road, Kwaeng Klongtoey Nuer, Khet Wattana Bangkok",10110,0-2661-6661,0-2661-6664-5,www.indoramaventures.com
J,JAS ASSET PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"87, The Jas Ramintra Building, 3rd Floor, Room A315, Lad pla khao Road, Anusawari Sub-district, Bang Khen District Bangkok",10220,0-2012-1277,-,http://www.jasasset.co.th
JAK,JAKPAISAN ESTATE PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"153/3, Moo 6, Bangpoon, Amphue Muang Pathum Thani",12000,0-2157-1958,0-2157-1959,www.jak.co.th
JAS,JASMINE INTERNATIONAL PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"JASMINE INTERNATIONAL BUILDING, FLOOR 29-30, MOO 4, CHAENGWATTHANA RD, PAK KRET Nonthaburi",11120,0-2100-3000,0-2100-3150-2,http://www.jasmine.com
JCK,JCK INTERNATIONAL PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"18 Soi Sathorn 11 Yaek 9,TFD Building, Yannawa, Sathorn Bangkok",10120,"0-2676-4031-6, 0-2676-3836-9",0-2676-4038-9,www.jck.international
JCT,JACK CHIA INDUSTRIES (THAILAND) PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"114/1 Soi Chalongkrung 31, Lumplatew, Ladkrabang, Bangkok",10520,0-2012-0012,"0-2021-0709, 0-2021-0719",www.Jackchia.co.th
JDF,JD Food Public Company Limited,SET,Agro & Food Industry,Food & Beverage,"116, 116/1, 116/2 Moo. 3, Sub district Band Tho Rat, Mueang Samut Sakhon District Samut Sakhon",74000,"0-3444-0681, 0-3444-0682",0-3444-0683,www.jdfthailand.com
JKN,JKN GLOBAL GROUP PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"818 JKN Empire Building, Moo. 2, Samrong Nuea Subdistrict, Mueang Samut Prakan District Samut Prakarn",10270,0-2021-7799,-,www.jknglobalgroup.com
JMART,JAYMART GROUP HOLDINGS PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"187, 189 JMART Building, Ramkamheang Road, Rat Phatthana, Saphan Sung Bangkok",10240,0-2308-9000,0-2308-8001,http://www.jaymart.co.th
JMT,JMT NETWORK SERVICES PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"187 Jaymart Bldg., 4-6 FL., Ramkamheang Road, Rat Phatthana, Saphan Sung Bangkok",10240,0-2308-9999,0-2308-9900,http://www.jmtnetwork.co.th
JPARK,JENKONGKLAI PUBLIC COMPANY LIMITED,mai,Services,-,"944 Mitrtown Office Tower, Room 1707 - 1708, 17th Floor, Rama 4 Road, Wangmai, Pathumwan Bangkok",10330,0-2114-8222,-,https://jpark.co
JR,J.R.W. UTILITY PUBLIC COMPANY LIMITED,SET,Property & Construction,Construction Services,"32/288-290 Moo 8, Soi Ramindra 65, Ramindra Rd., Tharang, Bangkhen Bangkok",10230,0-2509-7000-2,0-2945-7381,www.jrw.co.th
JSP,JSP PHARMACEUTICAL MANUFACTURING (THAILAND) PUBLIC COMPANY LIMITED,mai,Consumer Products,-,"255,257, Soi Sathupradit 58, Bangpongpang Sub-district, Yannawa District Bangkok",10120,0-2284-1218,0-2294-0705,www.jsppharma.com
JTS,JASMINE TECHNOLOGY SOLUTION PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"JASMINE INTERNATIONAL TOWER, FLOOR 9, 200, MOO 4, CHAENGWATANA ROAD AMPHOE PAK KRET Nonthaburi",11120,0-2100-8300,0-2962-2523,http://www.jts.co.th
JUBILE,JUBILEE ENTERPRISE PUBLIC COMPANY LIMITED,mai,Consumer Products,-,"179 Bangkok City Tower 10th Floor, South Sathorn Road, Thungmahamek, Sathorn Bangkok",10120,0-2625-1188,0-2625-1100,www.jubileediamond.co.th
K,KINGSMEN C.M.T.I. PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"9/19 moo.7, Bueng Kham Phroi Sub-district, Lamlukka district Pathum Thani",12150,0-2052-8008,0-2091-6930,http://www.kingsmen-cmti.com
KAMART,KARMARTS PUBLIC COMPANY LIMITED,SET,Services,Commerce,"81-81/1 Soi Phetchakasem54 Yak 3 Bangduan, Phasicharoen Bangkok",10160,0-2805-2756-60,0-2805-2751-52,www.karmarts.co.th
KASET,THAI HA PUBLIC COMPANY LIMITED,mai,Agro & Food Industry,-,"140 Moo 5, Tambon Bangkratuek, Amphur Sampran Nakorn Phathom",73210,0-2482-1661-6,0-3428-8415,www.kasetbrand.co.th
KBANK,KASIKORNBANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,"No. 400/22 Phahon Yothin Road, Sam Sen Nai Sub-District, Phaya Thai District Bangkok",10400,0-2222-0000,0-2470-1144,www.kasikornbank.com
KBS,KHONBURI SUGAR PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"5 Soi Sukhumvit 57 Khlongtan Nua, Wattana Bangkok",10110,0-2725-4888,0-2617-6170,http://www.kbs.co.th
KBSPIF,KHONBURI SUGAR POWER PLANT INFRASTRUCTURE FUND,SET,Resources,Energy & Utilities,"No. 1 Empire Tower, 32nd Floor, South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2686-6100,0-2670-0430,http://www.kbspif.com
KC,K.C. PROPERTY PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"No. 1500/2, 2nd Floor, Soi Ladprao 48/1, Ladprao Road, Wang Thonglang Sub-district, Wang Thonglang District Bangkok",10310,0-2276-5924,0-2276-5924,http://www.kcproperty.co.th
KCAR,KRUNGTHAI CAR RENT AND LEASE PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"455/1 RAMA 3 ROAD, BANGKHLO, BANG KHO LAEM Bangkok",10120,0-2291-8888,0-2291-4488,http://www.krungthai.co.th
KCC,Knight Club Capital Holding Public Company Limited,mai,Financials,-,"285/1 Praditmanutham Road, Wang Thonglang Subdistrict Wang Thonglang District Bangkok",10310,0-2957-5600,0-2957-5601-2,http://kccholding.co.th/
KCE,KCE ELECTRONICS PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,"72-72/1-3 Soi Chalong Krung 31, Kwang Lumplatew, Lat Krabang Bangkok",10520,0-2326-0196-9,0-2326-0300,www.kcethai.in.th
KCG,KCG CORPORATION PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"3059-3059/1-3 Sukhumvit Rd. Bang Chak, Phra Khanong Bangkok",10260,0-2332-8040-7,-,www.kcgcorporation.com
KCM,K.C. METALSHEET PUBLIC COMPANY LIMITED,mai,Industrial,-,"567 Moo 2, Liang muang Road, Phra lap, Muang khonkaen Khon Kaen",40000,0-4330-6999,0-4330-6796,www.kcmetalsheet.co.th
KDH,THONBURI MEDICAL CENTRE PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"337 TAKSIN ROAD, SUMLHAE, THON BURI Bangkok",10600,0-2438-0040-5,0-2438-5642,www.samitivejthonburi.com
KGEN,KING GEN PUBLIC COMPANY LIMITED,mai,Services,-,"194 Serithai Road, Kannayao Sub-District, Kannayao District Bangkok",10230,0-2056-9445,-,www.kinggen.co.th
KGI,KGI SECURITIES (THAILAND) PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"195 One Bangkok Tower 4, 18th-19th Floor, Wireless Road, Lumpini, Pathumwan Bangkok",10330,0-2658-8888,0-2658-8000,http://www.kgieworld.co.th
KIAT,KIATTANA TRANSPORT PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"100 MOO 3, BANGTANAI SUB-DISTRICT, PAKKRET DISTRICT Nonthaburi",11120,0-2501-7330-8,0-2501-7339,www.kiattana.co.th
KISS,ROJUKISS INTERNATIONAL PUBLIC COMPANY LIMITED,SET,Consumer Products,Personal Products & Pharmaceuticals,"100/8, 100/51-54 Vongvanij Complex Building B, 12th, 19th Floors, Rama IX Rd, Huai Khwang, Huai Khwang Bangkok",10310,0-2645-1155,-,http://www.rojukissinternational.com
KJL,KIJCHAROEN ENGINEERING ELECTRIC PUBLIC COMPANY LIMITED,mai,Industrial,-,"61 and 61/5 Moo 8 Soi Wirunrat Setthakit Rd., Thamai, Krathum Baen Samut Sakhon",74110,0-2808-5000,-,https://www.kjl.co.th
KK,K&K SUPERSTORE SOUTHERN PUBLIC COMPANY LIMITED,mai,Services,-,"9/9 Moo 5, Klong Hae, Hadyai Songkhla",90110,"0-7420-5288, 0-7420-5242",0-7420-5289,www.kandksuper.com
KKC,KULTHORN KIRBY PUBLIC COMPANY LIMITED,SET,Industrials,Industrial Materials & Machinery,"126 Soi Chalong Krung 31, Chalong Krung Road, Khwaeng Lam Pla Thie, Khet Lat Krabang Bangkok",10520,"0-2326-0831, 0-2739-4893","0-2326-0837, 0-2739-4892",www.kulthorn.com
KKP,KIATNAKIN PHATRA BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,"209 KKP Tower, Sukhumvit 21 (Asoke) Road, Khlong Toey Nua, Wattana Bangkok",10110,0-2165-5555,-,https://bank.kkpfg.com/
KLINIQ,The Klinique Medical Clinic Public Company Limited,SET,Services,Health Care Services,"No. 2922/296-299 Charn Issara Tower II, 27th Floor New Petchburi Road, Bang Kapi, Huai Khwang Bangkok",10310,0-2308-2034,-,https://www.theklinique.com
KOOL,CL VENTURE PUBLIC COMPANY LIMITED,mai,Services,-,"88/8 Capital Link Building, Sathon Nuea Road, Silom Sub-district, Bangrak District Bangkok",10500,-,-,www.clv.co.th
KPNREIT,KPN Real Estate Investment Trust,SET,Property & Construction,Property Fund & REITs,"No. 63, 18th Floor, Room No. 1802, Athenee Tower Building, Witthayu Road, Lumphini Subdistrict, Pathumwan District Bangkok",10330,0-2625-3166,-,http://www.kpnreit.com
KSL,KHON KAEN SUGAR INDUSTRY PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"K.S.L. TOWER, FLOOR 9, 503 SRIAYUDHAYA ROAD, PAYATHAI, RATCHATHEWI Bangkok",10400,0-2642-6229-39,0-2642-6097,www.kslgroup.com
KTB,KRUNG THAI BANK PUBLIC COMPANY LIMITED,SET,Financials,Banking,"35 SUKHUMVIT ROAD, KHLONG TOEI NUA, WATTANA Bangkok",10110,0-2255-2222,0-2255-9391-6,https://krungthai.com
KTBSTMR,KTBST MIXED FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"87/2 CRC Tower, 52nd Floor, All Seasons Place, Wireless Road, Lumpini, Pathumwan Bangkok",10330,0-2351-1803,-,www.ktbstmr.com
KTC,KRUNGTHAI CARD PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"UNITED BUSINESS CENTER II BUILDING, FLOOR 14, 591 NORTH KLONGTON, WATTANA Bangkok",10110,"0-2123-5000, 0-2123-5100",0-2828-5064,www.ktc.co.th
KTIS,KASET THAI INTERNATIONAL SUGAR CORPORATION PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"1/1 Moo 14 Nong Pho Sub-District, Taklee District Nakhon Sawan",-,0-5633-8123-5,0-5633-8126,www.ktisgroup.com
KTMS,KT Medical Service Public Company Limited,mai,Services,-,"95 Soi Ram Inthra 117, Ram Inthra Road, Min Buri, Min Buri Bangkok",10510,0-2517-0274,0-2517-0275,www.ktms.co.th
KUMWEL,KUMWELL CORPORATION PUBLIC COMPANY LIMITED,mai,Industrial,-,"358 Leang Muang Nonthaburi Rd., Bangkraso, Mueang Nonthaburi Nonthaburi",11140,0-2954-3455,0-2591-7891,www.kumwell.com
KUN,VILLA KUNALAI PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,819 Moo 7 Pimonrat Bangbuatong Nonthaburi,11110,0-2834-4938-40,0-2834-4954,www.kunalai.co.th
KWC,KRUNGDHEP SOPHON PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"185 Rajburana Road, Kwaeng Bangpakok, Khet Rajburana Bangkok",10140,"0-2427-0963, 0-2427-3374, 0-2871-3191-5",0-2427-0964,http://www.kwc.co.th
KWI,KWI PUBLIC COMPANY LIMITED,SET,Financials,Insurance,"43 Thai CC Tower, 26th Floor, South Sathorn Road, Yannawa, Sathorn Bangkok",10120,0-2129-5999,0-2129-5998,www.kwiasia.com
KWM,K. W. METAL WORK PUBLIC COMPANY LIMITED,mai,Industrial,-,"259/83 Sukhumvit 71 Rd. Phra Khanong Nuea, Wattana Bangkok",10110,0-2381-4999,0-2381-4998,www.kw-metalwork.com
KYE,KANG YONG ELECTRIC PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,"67 Moo 11, Debaratna Road, Km. 20, Bangchalong, Bangplee Samut Prakarn",10540,"0-2337-2900-15, 0-2337-2430-8",0-2337-2439-40,http://www.mitsubishi-kye.com
L&E,LIGHTING & EQUIPMENT PUBLIC COMPANY LIMITED,SET,Consumer Products,Home & Office Products,"GYPSUM METROPOLITAN TOWER, FLOOR 16-17, 539/2 SRI-AYUDHAYA ROAD, RATCHATHEWI Bangkok",10400,0-2248-8133,0-2248-8144,http://www.lighting.co.th
LALIN,LALIN PROPERTY PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,222/2 SRINAKARINT ROAD BANGKAPI Bangkok,10240,"0-2732-1041-5, 0-2732-3810-9",0-2377-9656,www.lalinproperty.com
LANNA,THE LANNA RESOURCES PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"MAHATUN PLAZA BLDG, FLOOR 9, 888/99 PLOENCHIT ROAD, LUMPINI, PATHUM WAN Bangkok",10330,0-2253-8080,0-2253-6822,www.lannar.com
LDC,LDC DENTAL PUBLIC COMPANY LIMITED,mai,Services,-,"395-395/1 LDC building 1st floor Mu 5 Srinagarindra RD, Samrong Nuea, Mueang Samut Prakan Samut Prakarn",10270,0-2743-8730,0-2758-6258,www.ldcdental.com
LEE,LEE FEED MILL PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Agribusiness,"WALL STREET TOWER, FLOOR 28, 33/137 SURAWONG ROAD, BANG RAK Bangkok",10500,0-2632-7300,0-2236-7751,www.leepattana.com
LEO,LEO GLOBAL LOGISTICS PUBLIC COMPANY LIMITED,mai,Services,-,"251-251/1 Soi Pakdee, Rama III Road, Bangkorleam, Bangkorleam Bangkok",10120,0-2079-9888,-,www.leogloballogistics.com
LH,LAND AND HOUSES PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"Q. HOUSE LUMPINI BUILDING, FLOOR 37-38, 1 SOUTH SATORN ROAD, TUNGMAHAMEK, SATHON Bangkok",10120,0-2343-8900,0-2230-8130,www.lh.co.th
LHFG,LH FINANCIAL GROUP PUBLIC COMPANY LIMITED,SET,Financials,Banking,"1 Q House Lumpini Building, 5th floor, South Sathorn Road, Thungmahamek, Sathorn Bangkok",10120,0-2359-0000,0-2677-7223,https://www.lhfg.co.th
LHHOTEL,LH HOTEL LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"1 Q.House Lumpini Building 14th Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2286-3484,0-2286-3585,www.lhfund.co.th
LHK,LOHAKIT METAL PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"66/1 Moo 6, Soi Suksawad 76, Suksawad Road, Phrapradaeng Samut Prakarn",10130,0-2463-0158,0-2463-7299,www.lohakit.co.th
LHRREIT,Land and Houses Residential FREEHOLD AND LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"1 Q.House Lumpini Building14th Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2286-3484,0-2286-3585,-
LHSC,LH SHOPPING CENTERS LEASEHOLD REAL ESTATE INVESTMENT TRUST,SET,Property & Construction,Property Fund & REITs,"1 Q.House Lumpini Building14th Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2286-3484,0-2286-3585,www.lhfund.co.th
LIT,LEASE IT PUBLIC COMPANY LIMITED,mai,Financials,-,"1023 MS Siam Tower, 29th Floor, Rama 3 Rd., Chongnonsi, Yannawa Bangkok",10120,0-2163-4260,0-2163-4291-4,www.leaseit.co.th
LOXLEY,LOXLEY PUBLIC COMPANY LIMITED,SET,Services,Commerce,"102 SUNTHONKOSA ROAD, KHLONG TOEI Bangkok",10110,0-2348-8000,0-2348-8001,www.loxley.co.th
LPH,LADPRAO GENERAL HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"2699 Ladprao Rd., Khlong Chaokhun Sing, Wang Thong Lang Bangkok",10310,"0-2530-2244, 0-2530-2388, 0-2530-2556-69",0-2539-8490,http://www.ladpraohospital.com
LPN,L.P.N. DEVELOPMENT PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"LUMPINI TOWER, FLOOR 36, 1168/109 RAMA IV ROAD, SATHON Bangkok",10120,"0-2285-5011-6, 0-2800-9009","0-2679-8699, 0-2285-5017",http://www.lpn.co.th
LRH,LAGUNA RESORTS & HOTELS PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,"No. 21/9, 21/31 and 21/33, Thai Wah Tower 1, 5th and 12th Floor, South Sathorn Road, Tungmahamek, Sathorn Bangkok",10120,0-2677-4455,0-2285-0733,www.lagunaresorts.com
LST,LAM SOON (THAILAND) PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"64 Soi Bangna-Trad 25, BANG NA Bangkok",10260,0-2361-8959-70,0-2361-8988-9,www.lamsoon.co.th
LTMH,LTMH Public Company Limited,mai,Services,-,"518/5 Maneeya Center Building 7th Floor, Ploenchit Road, Lumphini, Pathum Wan Bangkok",10330,0-2255-5868,-,www.ltmh.com
LTS,Light Up Total Solution Public Company Limited,mai,Consumer Products,-,"1252/1 5th Floor, Pattanakan Road Suan Luang Sub-district Suan Luang District Bangkok",10250,0-2117-1553-4,-,https://www.lightuptotal.co.th/
LUXF,LUXURY REAL ESTATE INVESTMENT FUND,SET,Property & Construction,Property Fund & REITs,"9 Floor Mitrtown Office Tower, 944 Rama 4 Road, Wangmai, Pathumwan Bangkok",10330,0-2838-1800,0-2838-1808,https://www.eastspring.co.th/
M,MK RESTAURANT GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"1200 Debaratna Road, Bangnatai, Bangna Bangkok",10260,0-2836-1000,0-2836-1099,www.mkrestaurant.com
MADAME,MADAME BIOSCIENCE PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"60 2nd floor, Soi Praditmanutham 19 Praditmanutham Rd., Lat Phrao, Lat Phrao Bangkok",10230,0-2712-5487-88,0-2712-5750,www.glocon.co.th
MAGURO,Maguro Group Public Company Limited,mai,Agro & Food Industry,-,"1706/26 Safe Box Office Building, Room No. 8, 9, 10, 11, 2nd Floor, Rama 6 Road, Rong Mueang, Pathumwan Bangkok",10330,09-1923-5539,-,www.maguro.co.th
MAJOR,MAJOR CINEPLEX GROUP PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"1839,1839/1,1839/6 Phaholyothin Rd., Ladyao, Jatuchak Bangkok",10900,0-2511-5427-36,0-2511-5220,http://www.majorcineplex.com
MALEE,MALEE GROUP PUBLIC COMPANY LIMITED,SET,Agro & Food Industry,Food & Beverage,"401/1 MOO 8 PHAHOLYOTHIN ROAD, KUKOT, LAM LUK KA Pathum Thani",12130,0-2080-7899,0-2080-7800,www.maleegroup.com
MANRIN,THE MANDARIN HOTEL PUBLIC COMPANY LIMITED,SET,Services,Tourism & Leisure,"662 RAMA IV ROAD, MAHAPHRUKTRARAM, BANG RAK Bangkok",10500,"0-2238-0238, 08-3294-3045",0-2237-1620,www.mandarin-bkk.com
MASTEC,Masstec Link Public Company Limited,SET,Industrials,Industrial Materials & Machinery,"74 Soi Nak Niwat 48, Nak Niwat Road, Lat Phrao Sub-district/Sub-area, Lat Phrao District/Area Bangkok",10230,0-2942-1433,0-2942-1320,https://www.massteclink.com/
MASTER,Master Style Public Company Limited,SET,Services,Health Care Services,"99/19 Sukhothai road, Dusit sub-district, Dusit district Bangkok",10300,0-2241-3246,-,https://www.master-plc.com/th/home
MATCH,MATCHING MAXIMIZE SOLUTION PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"305/12 SUKHOTHAI SOI 6, SUKHOTHAI ROAD, DUSIT, DUSIT Bangkok",10300,"0-2243-6543-6, 0-2669-4200-9","0-2243-1494, 0-2243-4124",http://www.matchinggroup.com
MATI,MATICHON PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"12 TESABANNARUMAN ROAD, LATYAO, CHATU CHAK Bangkok",10900,0-2589-0020,0-2589-7049,www.matichon.co.th
MBAX,MULTIBAX PUBLIC COMPANY LIMITED,mai,Industrial,-,"211 MOO 3, TUNGSUKLA, SI RACHA Chonburi",20230,038-491-725-9,038-492-485,www.multibax.com
MBK,MBK PUBLIC COMPANY LIMITED,SET,Property & Construction,Property Development,"MABOONKRONG CENTER BLDG, FLOOR 8, 444 PHAYATHAI ROAD, PATHUM WAN Bangkok",10330,0-2853-9000,0-2853-7000,www.mbkgroup.co.th
MC,MC GROUP PUBLIC COMPANY LIMITED,SET,Services,Commerce,"448, 450 Onnut road Prawet Bangkok",10250,0-2329-1051-6,0-2727-7287,www.mcgroupnet.com
MCA,Market Connections Asia Public Company Limited,mai,Services,-,"51/859 Nuan Chan 34 Alley, Nuanchan, Bueng Kum Bangkok",10230,0-2118-3999,0-2118-2406,www.marketconnectionsasia.com
M-CHAI,MAHACHAI HOSPITAL PUBLIC COMPANY LIMITED,SET,Services,Health Care Services,"927/43 SETHAKIJ 1 ROAD, MAHACHAI, AMPHOE MUANG Samut Sakhon",74000,0-3442-4990-4,0-3481-0782,http://www.mahachaihospital.com
MCOT,MCOT PUBLIC COMPANY LIMITED,SET,Services,Media & Publishing,"63/1 RAMA IX ROAD, HUAI KHWANG Bangkok",10320,0-2201-6000,0-2245-1435,www.mcot.net
MCS,M.C.S.STEEL PUBLIC COMPANY LIMITED,SET,Industrials,Steel and Metal Products,"70 MOO 2, TAMBOL CHANGYAI, AMPHOE BANG-SAI Ayutthya",13290,"0-3537-2961-6, 08-9900-1217-8",0-3537-2967-8,www.mcssteel.com
MDX,M.D.X. PUBLIC COMPANY LIMITED,SET,Resources,Energy & Utilities,"COLUMN TOWER, FLOOR 12A, 199 RATCHADAPISEK ROAD, KHLONG TOEI Bangkok",10110,0-2302-2300,0-2302-2400-1,http://www.mdx.co.th
MEB,MEB Corporation Public Company Limited,mai,Services,-,"99/27 Software Park Building, 8th Floor, Moo 4, Chaengwattana Road, Khlong Kluea, Pak Kret Nonthaburi",11120,"0-2962-1698,0-2962-1699",-,www.meb.co.th
MEDEZE,Medeze Group Public Company Limited,SET,Services,Health Care Services,"28/9 Village No. 8, Phutthamonthon Sai 4 Road, Krathum Lom Subdistrict, Sam Phran District Nakorn Phathom",73220,0-9159-9999-99,0-2009-8889,https://www.medezegroup.com
MEGA,MEGA LIFESCIENCES PUBLIC COMPANY LIMITED,SET,Services,Commerce,"No. 120, Moo 11, Ample Tower, 9th-10th Floor, Bangna-Trad Road, Bangna Bangkok",10260,0-2769-4222,0-2769-4244,www.megawecare.com
MENA,MENA TRANSPORT PUBLIC COMPANY LIMITED,SET,Services,Transportation & Logistics,"280/8 Moo 9, Tambol Thap Kwang, Ampher Kaeng Khoi Saraburi",18260,0-3620-0321,-,www.menatransport.co.th
META,META CORPORATION PUBLIC COMPANY LIMITED,mai,Property & Construction,-,"33/4, Tower A, The Ninth Towers Grand Rama 9, 36th floor, Rama 9 Road, Huai Khwang Bangkok",10310,0-2013-7096-7,0-2013-7098,www.metacorporation.co.th
METCO,MURAMOTO ELECTRON (THAILAND) PUBLIC COMPANY LIMITED,SET,Technology,Electronic Components,"886 RAMINDRA ROAD, KHAN NA YAO Bangkok",10230,0-2518-1280,0-2518-1287,www.metco.co.th
MFC,MFC ASSET MANAGEMENT PUBLIC COMPANY LIMITED,SET,Financials,Finance & Securities,"195 One Bangkok Tower 4, 16th - 17th Floor, Witthayu Road, Lumphini, Pathum Wan Bangkok",10330,0-2649-2000,"0-2649-2100,0-2649-2111",https://www.mfcfund.com
MFEC,MFEC PUBLIC COMPANY LIMITED,SET,Technology,Information & Communication Technology,"No. 349 SJ Infinite One Business Complex, Vibhavadi-Rungsit Road, Chompol, Chatuchak Bangkok",10900,0-2821-7999,0-2618-8188,www.mfec.co.th
MGC,Millennium Group Corporation (Asia) Public Company Limited,SET,Industrials,Automotive,"2222/9 Ladprao Road, Phalbphla, Wangthonglang Bangkok",10310,0-2935-2000,-,https://www.mgc-asia.com
MGI,Miss Grand International Public Company Limited,mai,Consumer Products,-,"1751 Soi Lat Phrao 94 (Phancha Mit), Lat Phrao Road, Phapphla Sub-district, Wang Thonglang District Bangkok",10310,0-2530-9656,-,https://missgrand.com
MGT,MEGACHEM (THAILAND) PUBLIC COMPANY LIMITED,mai,Industrial,-,"25 Soi Chalongkrung 31, Ladkrabang Industrial Estate Soi G1/9, Lamplathew, Ladkrabang Bangkok",10520,0-2739-6333,0-2739-6332,http://www.megachem.co.th
